id,operacional_system,processor,memory,graphics,fk_game_id
Windows 10,AMD Ryzen 7 2700X,8 GB RAM,NVIDIA GTX 980,2 GB available space,4fff670a2c5d49e995c1b2775de02fdb
Windows 7/8/10 [64-bit],3.0 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,1GB,00ae234a8e4a4a80b6b3c124ae738372
Windows 7/8/10 [64-bit],3.5 Ghz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 960 or AMD Radeon HD 7990 with 4GB VRAM,1GB,00ae234a8e4a4a80b6b3c124ae738372
Windows XP SP3/Vista/Windows 7,x86-compatible 1.4GHz or faster processor,2 GB RAM,DirectX compatible 3D graphics card with at least 256MB of addressable memory,2 GB HD space,8c67bf879a9f48f689ab0c86df4f67a6
Windows XP SP3/Vista/Windows 7,x86-compatible 2GHz or faster processor,4 GB RAM,DirectX compatible 3D graphics card with 512MB of addressable memory,2 GB HD space,8c67bf879a9f48f689ab0c86df4f67a6
 Windows XP SP3/Vista/Windows 7,x86-compatible 1.4GHz or faster processor, 2 GB RAM,DirectX compatible 3D graphics card with at least 256MB of addressable memory, 2 GB available space,71489603554f452f9d71e93627115939
 Windows XP SP3/Vista/Windows 7,x86-compatible 2GHz or faster processor,4 GB RAM,DirectX compatible 3D graphics card with 512MB of addressable memory, 2 GB available space,71489603554f452f9d71e93627115939
Windows XP SP3/Vista/Windows 7 & 8,x86-compatible 1.8GHz or faster processor,2 GB RAM,DirectX compatible 3D graphics card with at least 256MB of addressable memory,10 GB available space,80260982798c4573a4241e50229e81b1
Windows XP SP3/Vista/Windows 7 & 8,x86-compatible 2GHz or faster processor,4 GB RAM, DirectX compatible 3D graphics card with 512MB of addressable memory,10 GB available space,80260982798c4573a4241e50229e81b1
Windows 7 / 8 / 10,Intel Core i3-3225 3.3 GHz,4 GB RAM,GeForce GTX 460,10 GB Hard Drive,040d6aecf9cd4199abba059d5acfd600
Windows 10 64 bit,Intel Core i5 - 4670,8 GB RAM,GTX 770,10 GB Hard Drive,040d6aecf9cd4199abba059d5acfd600
Windows 10/7/8/8.1/Vista (64 bit),2.4ghz Intel Core 2 Duo or equivalent,4 GB RAM,"Intel HD Graphics 4600, NVIDIA GeForce GTX 630, Radeon HD 5670",4 GB available space,13e70cb21eda428dbdf8d8b0a013880f
Windows 10/7/8/8.1/Vista (64 bit),2.66GHz Intel Core i7,6 GB RAM,"Intel HD Graphics 5200, NVIDIA GeForce GTX 750, Radeon HD 7800",4 GB available space,13e70cb21eda428dbdf8d8b0a013880f
Windows 7+ (64-bits),Core i3 2.4Ghz,6GB RAM,NVIDIA GeForce GT 640,15 GB,91a881b260bb455d97aeea0d205aa178
Windows 10 (64-bits),Core i5 2.8GHz,8GB RAM,Nvidia GeForce GTX 970,15 GB,91a881b260bb455d97aeea0d205aa178
OS 64-bit Windows 7,Intel CPU Core i5-2500K 3.3GHz / AMD CPU Phenom II X4 940,8,NVIDIA GeForce GTX 660 / Radeon HD 7870,50 ,f536990dc8164c829b410861caf17add
OS 64-bit Windows 7 / 64-bit Windows 8 (8.1) or Windows 10,"Intel CPU Core i7 3770 3,4 GHz / AMD CPU AMD FX-8350 4 GHz",8,Nvidia GPU GeForce GTX 770 / AMD GPU Radeon R9 290,50,f536990dc8164c829b410861caf17add
Windows 7/8/10 [64-bit],3.0 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,1GB,93646f6055c849cc8c1f34f2292f8040
Windows 7/8/10 [64-bit],3.5 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 960 or AMD Radeon HD 7990 with 4GB VRAM,1GB,93646f6055c849cc8c1f34f2292f8040
Windows 10,Intel Core i3-2100 | AMD FX-4350,4 GB,"Nvidia GeForce GTX 650, 1 GB | AMD Radeon HD 7770, 1 GB",30,2c328a34978546a487861d442713a8e0
 Windows 7 SP1 or Windows 8.1 or Windows 10 (64bit versions),Intel Core i5 750 @ 2.6 GHz or AMD,4 GB RAM,nVidia GeForce GTX460 or AMD Radeon HD5870 (1024MB VRAM with Shader Model 5.0),7,f5f7971517134ed488fd51974563f5f5
Windows 7 SP1 or Windows 8.1 or Windows 10(64bit versions), Intel Core i5 2400s @ 2.5 GHz or AMD FX 4100 @ 3.6,8 GB RAM,"nVidia GeForce GTX 680 or AMD Radeon HD7970 or better (2048MB VRAM or more, with Shader Model 5.0)",7,f5f7971517134ed488fd51974563f5f5
"Windows 7, 8, 10",Intel Core2 Duo E4500 (2 * 2200) or equivalent/AMD Athlon 64 X2 4200+ (2 * 2200) or equivalent, 1 GB RAM,GeForce 8500 GT (512 MB)/Radeon HD 4350 (512 MB),6 GB available space,72cbf73f83ea4437b142e143a1c78562
"Windows 7, 8, 10",Intel Core2 Duo E4500 (2 * 2200) or equivalent/AMD Athlon 64 X2 4200+ (2 * 2200) or equivalent, 2 GB RAM,GeForce 8500 GT (512 MB)/Radeon HD 4350 (512 MB),6 GB available space,72cbf73f83ea4437b142e143a1c78562
Windows 7,Intel Core i5-2300 | AMD FX-4350,4 GB,"Nvidia GeForce GTS 450, 1 GB | AMD Radeon HD 7770, 1 GB",8 GB,0c4c8698988c41c6bdfd811ffccf4384
Windows 10,Intel Core i7-3770 | AMD Ryzen 5 1600,4 GB,"Nvidia GeForce GTX 660, 2 GB | AMD Radeon HD 7870, 2 GB",10 GB,0c4c8698988c41c6bdfd811ffccf4384
Mojave 10.14.6,2.5 GHz Intel Core I7,4 GB,Radeon Pro 560 4Go,8 GB,4d6f7c738cb6468d8fccce3de8d5d02e
Mojave 10.14.6,3.6 GHz Intel Core I7,8 GB,Radeon Pro 560 4Go,8 GB,4d6f7c738cb6468d8fccce3de8d5d02e
Windows 10 64-Bit,Intel(R) Core(TM) i5-3450 / AMD Ryzen 3,8GB,NVIDIA GeForce GTX 1050 TI /AMD Radeon 470 ,20GB,fc589c4813fc447280d432bc8c39081a
Windows 10 64-Bit latest update,Intel(R) Core(TM) i5-7600k or higher / AMD Ryzen 5 or higher,12GB,NVIDIA GeForce GTX 1660 TI / AMD Radeon Vega 56,20GB,fc589c4813fc447280d432bc8c39081a
Windows 7,Intel i3 2xxx 2.5 GHz / AMD equivalent,4GB,Nvidia GeForce 700 series / AMD equivalent,6GB,935cf741114c47edb9cdbf2050630ae4
Windows 7 (64 bit) or Newer (64 bit) Windows OS,2.5 GHz Dual core,4GB,"NVIDIA GeForce 760, AMD Radeon R7 270X, or better",20GB,02d44be4c21c4ce094c6151133c91482
Windows 7 (64 bit) or Newer (64 bit) Windows OS,3.0+ GHz Quad core,8GB,"NVIDIA GeForce GTX 1060, AMD Radeon RX 470, or better",20GB,02d44be4c21c4ce094c6151133c91482
Mac OS 10.13,Intel Core i3 2.9 GHz or AMD equivalent,4 GB,Nvidia GeForce GTX650 or AMD equivalent,3 GB,8a2dd95a9fe04bdebde02b46a8f41aed
Mac OS 10.13,Intel Core i5 3.6 GHz or AMD equivalent,8 GB,Nvidia GeForce GTX970 or AMD equivalent,3 GB,8a2dd95a9fe04bdebde02b46a8f41aed
Windows 10 Pro,Intel Core i5 3330 (3.0GHz),8GB,AMD Radeon™ R7 260X / NVIDIA® GeForce® GTX 750 / 1 GB VRAM / Shader Model 5.0 or higher graphics card is required,40GB ,10423f6206ae42d9acb0f02ac1c45d8d
Windows 10 Pro,"AMD Ryzen 3 1200 (3.1GHz), Intel Core i5 6500 (3.2GHz)",8GB,AMD Radeon™ R7 370 / NVIDIA® GeForce® GTX 960 / 2 GB VRAM,40GB ,10423f6206ae42d9acb0f02ac1c45d8d
Windows 7 and up,2GHz CPU w. dual-core,4 GB RAM,ATI HD 4810 / Nvidia 9600GT or higher,3 GB,9cbce2178e694841bd63dc31d91e6868
Windows 10 x64,Intel i5 / AMD Ryzen 5 or higher,8 GB RAM,NVIDIA GeForce GTX 560 / AMD HD 6870 or higher,3 GB,9cbce2178e694841bd63dc31d91e6868
Windows 7 and Above,Intel or AMD Dual Core Processor,2GB RAM,256MB Graphics Memory / Intel HD 4000,2GB,4ec50a302f1449b3bf706a199c333ab8
Windows 7 and Above,Intel i3 Processor,4GB RAM,Nvidia GTX560,2GB,4ec50a302f1449b3bf706a199c333ab8
Windows 10 64-bit,Intel Core-i5 2550K 3.4GHz / AMD FX 8120 3.1 GHz,6 GB,NVIDIA GeForce GTX 660 / AMD Radeon HD 7870,50,631d2b0a5f204909bf401cb5696c8f42
OS: Windows 7 64-bit,Intel CPU: I5-2500K AMD CPU: AMD FX-8120,6 GB,AMD GPU: Radeon HD7870 NVIDIA GPU: GeForce GTX 660,60 GB,0fc946078be6410ba6cf29b7f54157c2
OS: Windows 7 64-bit,Intel CPU: I7-3770 AMD CPU: AMD FX 8350 4.0 Ghz,8 GB,AMD GPU: Radeon R9 290X NVIDIA GPU: GeForce GTX 780,60 GB,0fc946078be6410ba6cf29b7f54157c2
Windows 8.1 64-bit,Intel CPU: I5-2500K AMD CPU: AMD FX-8120,6 GB,NVIDIA GPU: GeForce GTX 660 AMD GPU: Radeon HD7870,50 GB,7e235e4287d94ebe9b73bbc5c9380a34
Windows 8.1 64-bit,Intel CPU: I7-3770 AMD CPU: AMD FX 8350 4.0 Ghz,8 GB,NVIDIA GPU: GeForce GTX 780 AMD GPU: Radeon R9 290X,50 GB,7e235e4287d94ebe9b73bbc5c9380a34
Windows 8.1 or Windows 10 (64bit versions),"AMD or Intel, Intel Core i5 2400s @ 2.5 GHz or AMD FX 4100 @ 3.6",8 GB,"nVidia GeForce GTX 680 or AMD Radeon HD7970 or better (2048MB VRAM or more, with Shader Model 5.0)",10 GB available space,1db39c1d6db04d8f9d5f198254e6a2df
Windows 8.1 or Windows 10 (64bit versions),"AMD or Intel, Intel Core i5 7400s @ 3.5 GHz or AMD Ryzen 5 @ 3.4 GHz",16 GB,"nVidia GeForce GTX 1060 or AMD Radeon RX 580 or better (4096MB VRAM or more, with Shader Model 5.0)",10 GB available space,1db39c1d6db04d8f9d5f198254e6a2df
Windows 7 64-bit,Intel Core i3-2100 | AMD Phenom II X4 965,4GB,"Nvidia GeForce GTS 450, 1 GB | AMD Radeon R7 250, 1 GB",2GB,69ed50cc40734c87b29da42d62093777
Windows 10 64-bit,Intel Core i5-3470 | AMD FX-6300,4GB,"Nvidia GeForce GTX 960, 4 GB | AMD Radeon R9 380, 4 GB",4GB,69ed50cc40734c87b29da42d62093777
Windows 7 64 bit,Intel(R) Core i5-2320,4GB,Nvidia GTX 650,20GB,36bfbc7a0b664a2891c68dc947922469
Windows 10,Intel Core i7,16GB,Nvidia GTX 960,20GB,36bfbc7a0b664a2891c68dc947922469
Mac OS X 10.8 or later,Intel i5-2520M,4 GB RAM,Radeon HD 6630 (256 MB),300 MB available space,559d2ae2577e463eb9f914883795935e
Mac OS X 10.8 or later,Intel i5-2520M,4 GB RAM,Radeon HD 6630 (256 MB),300 MB available space,559d2ae2577e463eb9f914883795935e
Windows® XP (32-64 bits) /Windows Vista®(32-64 bits)/Windows 7® (32-64 bits),Intel Core® 2 Duo 1.8 GHZ or AMD Athlon X2 64 2.4GHZ,1.5 GB Windows® XP / 2 GB Windows Vista® - Windows 7®,256 MB DirectX® 9.0–compliant card with Shader Model 3.0 or higher (see supported list),8 GB free space,08d5b9d2e8304c3ab5dfea6694d17bac
Windows® XP (32-64 bits) /Windows Vista®(32-64 bits)/Windows 7® (32-64 bits),Intel Core® 2 Duo E6700 2.6 GHz or AMD Athlon 64 X2 6000+ or better,1.5 GB Windows® XP / 2 GB Windows Vista® - Windows 7®,GeForce 8800 GT or ATI Radeon HD 4700 or better,8 GB free space,08d5b9d2e8304c3ab5dfea6694d17bac
Windows® 8 or 10 (64-bit),Core 2 Duo 2.2Ghz (or equivalent AMD CPU),4GB RAM,"NVidia GeForce GTX 4xx, ATI/AMD Radeon HD 5xxx, or Intel HD Graphics 4xxx (Direct3D Hardware Feature Level 11)",21GB,c97c99cb46a244db9447cfaf60e0ec3b
Windows® 10,Core i5-6xxx Quad Core or better,6GB RAM or better,NVidia GeForce GTX 9xx or AMD Radeon RX 4xx or better,21GB,c97c99cb46a244db9447cfaf60e0ec3b
"Windows 7 SP1, Windows 8.1, Windows 10 (64 -bit versions only)",Intel Core i3 @ 2.5GHz or AMD Phenom @ 2.5GHz,4 GB RAM,NVIDIA GeForce GTX 460 or ATI Radeon HD 5850,60 GB available space,b19d810d322240e7b37bcf84ffac60ce
"Windows 7 SP1, Windows 8.1, Windows 10 (64 -bit versions only)",Intel Core i5 @ 3.2GHz or AMD @ 4.0GHz or better, 6 GB RAM,NVIDIA GeForce GTX 760 or AMD R9 270X or better,60 GB available space,b19d810d322240e7b37bcf84ffac60ce
Windows 10,Intel Core i5-2300 | AMD FX-4350,4 GB,"Nvidia GeForce GTX 460, 768 MB | AMD Radeon HD 6870, 1 GB",7 GB,0346e47d191443aeaf9d7e16127eefed
Windows 10,Intel Core i5-4570 | AMD Ryzen 3 1300X,4 GB,"Nvidia GeForce GTX 760, 2 GB | AMD Radeon HD 7870, 2 GB",8 GB,0346e47d191443aeaf9d7e16127eefed
Windows 10,64-bit processor,4GB RAM,"Intel HD 4000, GeForce GT 330M, Radeon HD 4670 or equivalent",4GB Disc Space,414d009979b7464f9a4a3a40507039ab
Windows 10,64-bit processor,4GB RAM,"GeForce 560 or higher, AMD Radeon HD 5830 or higher",4GB Disc Space,414d009979b7464f9a4a3a40507039ab
Windows 7+,2.66 Ghz Core 2 Duo or Greater,4 GB,GeForce 500+ / Radeon 5000+ or Greater,3 GB,2c864736705c48549288f803a113cf96
Windows 8.1+,2.33 GHz Quad Core or Greater,8 GB,GeForce 600+ / Radeon 6000+,3 GB,2c864736705c48549288f803a113cf96
Windows Vista,Intel Core i3 / AMD A6 CPU or equivalent.,2 GB RAM,NVIDIA GeForce 200 / AMD Radeon HD 5000 or equivalent.,5 GB,8080b4a777b54ec8a1ded2c8e7ec40a4
Windows 7,Intel Core i5 / AMD FX CPU or equivalent.,4 GB RAM,NVIDIA GeForce 400 / AMD Radeon HD 6000 or equivalent.,5 GB,8080b4a777b54ec8a1ded2c8e7ec40a4
Windows 7 64-bit,Intel Core i5-4400 (3.1 GHz) / AMD FX-6300 (3.5 GHz),8 GB,GeForce GTX 760 / AMD Radeon R9 270,3 GB,25de133cd3ab42718246f5aa0ca79272
Windows 10 64-bit,Intel Core i5-7400 (3.50 GHz) / AMD FX-8100 (2.8 GHz),16 GB,GeForce GTX 1060 / AMD RX 480,3 GB,25de133cd3ab42718246f5aa0ca79272
Windows 7, Intel Core i5-6500,8 Gb,GeForce GTX 970 Or equivalent,6Gb,6fe9d857f3a04f3c8c96218250c2035d
Windows 10, Intel Core i7-6600,8 Gb,GeForce GTX 1070 or equivalent,6Gb,6fe9d857f3a04f3c8c96218250c2035d
Windows 7 or higher (64 bit),3.3 GHz or higher: AMD A8-6600K or Intel Core i7-950 or newer,8 GB,"Direct3D 11, Shader Model 5.1 capable video card (GeForce GTX 560 2GB RAM or Radeon HD 7870 4GB RAM)",30 GB,f4a262e3de4a4ea9b8981ba7e9387cda
Windows 10,AMD/INTEL 3.5 GHz (AMD Ryzen 5 1500x or Intel Core i5-6600K or newer),8 GB,AMD/NVIDIA with at least 8 GB VRAM (Radeon RX 580 8GB or Nvidia GTX 1060 6GB),30 GB,f4a262e3de4a4ea9b8981ba7e9387cda
Windows 7,intel i5,8GB RAM,intel HD3000,800MB,5b49e5e38c3848afb71f6825da275047
Windows 10,intel i7,16GB RAM,intel HD3000,1GB,5b49e5e38c3848afb71f6825da275047
Windows Vista,1.8 GHz dual core CPU,4 GB Ram,"256 MB GeForce 8800, Radeon 3850, or Intel HD 3000 Graphics",1500 MB available,62488ccca67b455891967a4cfc6dea24
Windows 7,"Intel Core 2 Duo at 2.2 GHZ, or AMD Athlon 64 at 2.2 GHz",4 GB Ram,"512 MB GeForce 220, Radeon 4550, Intel HD 4000 Graphics",1500 MB available,62488ccca67b455891967a4cfc6dea24
Windows 7,Intel Core i5-3470 (3.2 GHz) / AMD A8-7600 (3.1 GHz),5 GB RAM,GeForce GTX 750 Ti / AMD Radeon R7 265,14 GB Available Space,dd36293739384a63886ccdc39bc02993
Windows 10, Intel Core i5-6500 (3.2 GHz) / AMD Ryzen 5 1600,8 GB RAM,GeForce GTX 1070 / AMD Radeon RX 590,14 GB Available Space,dd36293739384a63886ccdc39bc02993
Windows 7+,Intel i5+,2 GB RAM,Nvidia 450 GTS / Radeon HD 5750 or better,800 MB available space,0357efab61f146289d74880509df7302
Windows 7+,Intel i5+,4 GB RAM,Nvidia GTX 460 / Radeon HD 7800 or better,800 MB available space,0357efab61f146289d74880509df7302
Windows 7,"Intel Core i5-3330 3.0 GHz, AMD FX-8300 3.3 GHz",4 GB RAM,"NVIDIA GeForce GTX 760, Radeon R9 270",5 GB available space,884945f5443a4c20a93d9ce9e2dd518a
Windows 10,"Intel Core i5-4690 3.5 GHz, AMD Ryzen 3 1300X 3.5 GHz",6 GB RAM,"NVIDIA GeForce GTX 1050Ti, Radeon RX 560",5 GB available space,884945f5443a4c20a93d9ce9e2dd518a
Windows 10,Intel core i5-2300 | AMD Phenom II X6 1090T,4GB,"Nvidia GeForce GTX 660, 2 GB | AMD Radeon R7 360, 2 GB",2GB,687b64a3e1194e69992f9caea70d77c4
Windows 10,Intel Core i5-6600 | AMD Ryzen 3 1300X,4GB,"Nvidia GeForce GTX 780, 3 GB | AMD Radeon R9 290, 4 GB",4GB,687b64a3e1194e69992f9caea70d77c4
OS X El Captain (10.11),Intel or AMD Dual Core at 2 GHz,4 GB RAM,"Geforce 9600 GS, Radeon HD 5670",2 GB,3f683b83c93d449396da629b66b89be6
Mac OS X 10.14.6,Intel Core i3-4340 / AMD FX-6300,4 GB RAM,NVIDIA GeForce GTX 660 2GB / AMD Radeon HD 7850 2GB,3GB,efb29f98a9974fc78bfdd66e69c6d7ab
Mac OS X 10.14.6 +,Intel Core i5-6400 / AMD Ryzen 5 1600,8 GB RAM,NVIDIA GeForce GTX 1060 6GB / AMD Radeon RX 580 8GB,3GB,efb29f98a9974fc78bfdd66e69c6d7ab
OSX 10.12+,2 core processor,1024 MB RAM,Compatible with OpenGL 3.0,500 MB,4e3bae011096422d92a56fadfafacd2e
OSX 10.12+,4 core processor,2048 MB RAM,Compatible with OpenGL 3.0,500 MB,4e3bae011096422d92a56fadfafacd2e
Windows 7,Intel Core i3-3220 (3.30 GHz) / AMD A8-7600 (3.1 GHz),4 GB,GeForce GTX 750 Ti / AMD Radeon R7 265,16 GB available space,8b62502ac3774dd5b43e208bb2a46ef3
Windows 10,Intel Core i5-6500 (3.2 GHz) / AMD Ryzen 5 1600,8 GB,GeForce GTX 1070 / AMD Radeon RX 590,16 GB available space,8b62502ac3774dd5b43e208bb2a46ef3
Windows 7/8.1/10 64 Bit,Intel Core 2 Duo 3.0 GHz/Intel i7 8550U 1.80GHz,4 GB/6 GB (It is 4 for dedicated GPU and 6 for integrated one),Nvidia GTX 460 1GB/AMD Radeon HD 5770 1 GB/Intel UHD Graphics 620,26 GB,aa05ffff3f9a466e95f76fcb5af9420b
Windows 7/8.1/10 64 Bit,Intel i5-6600 / Ryzen 5 2600X,8 GB,Nvidia GTX 970 / AMD Radeon R9 270X 2 GB,26 GB,aa05ffff3f9a466e95f76fcb5af9420b
Windows 7 64-bit,Intel Quad Core 2.8 GHz (i7 900 series) or 3.5 GHz AMD (FX 6000 series),4GB RAM,"AMD/NVIDIA, with at least 1024MB of dedicated VRAM & Shader Model 5.0 support (AMD Radeon HD 7000 series, NVIDIA GeForce GTX 600 series)",5,256fe52d342c4b65ac34997a610d9384
Windows 10 64-bit,Quad core 3.5 GHz or higher (Intel i5 4000 Series / AMD Ryzen 3 Series),8GB RAM,"AMD/NVIDIA, with at least 3072MB of dedicated VRAM & Shader Model 5.0 support (AMD R9 300 Series & NVIDIA GeForce GTX 900 Series or better)",5,256fe52d342c4b65ac34997a610d9384
Windows 7 (64 bit) or Newer (64 bit) Windows OS,8 Core Custom AMD 1.75 MHz or Core i5-4690 series,8 GB RAM,"AMD HD 7790, NVIDA GeForce GTX 750",10GB,29958fab494f4c1393c5208fd770cb89
Windows 7 (64 bit) or Newer (64 bit) Windows OS,Intel Core i7-4790k @ 4.0 GHz,16 GB RAM,"AMD Radeon R9 390, NVIDA GeForce GTX 970",10 GB,29958fab494f4c1393c5208fd770cb89
Windows® 8 or 10 (64-bit),Core 2 Duo 2.2Ghz (or equivalent AMD CPU),4 GB RAM,"NVidia GeForce GTX 4xx, ATI/AMD Radeon HD 5xxx, or Intel HD Graphics 4xxx (Direct3D Hardware Feature Level 11)",21 GB available space,db2d81bb32a845b5bfb1e768e120e2ac
Windows® 10,Core i5-6xxx Quad Core or better,6 GB RAM or better,NVidia GeForce GTX 9xx or AMD Radeon RX 4xx or better,21 GB available space,db2d81bb32a845b5bfb1e768e120e2ac
Windows 7/10 - 64 bit,Intel Core i5-3470 / AMD Ryzen 3 1200,8 GB,@1280x720: GeForce GTX 1050 3 GB / Radeon RX 560 4 GB,16 GB,c7aaa2e680fd4dceb5fc87eebe80ade9
Windows 10 - 64 bit,Intel Core i7-3770 / AMD Ryzen 5 1600,16 GB,@60 FPS (1920x1080): GeForce GTX 1060 6 GB/ Radeon RX 590,16 GB,c7aaa2e680fd4dceb5fc87eebe80ade9
macOS 10.13 High Sierra,Intel Quad Core 2.6 Ghz or equivalent,6 GB,Intel HD 630,6.7 GB,98fe272aa19540dfb4a2359ddb8d24fe
macOS 10.15 Catalina,Intel Core i5 2.8 Ghz or better,8 GB,AMD Radeon Pro 5500M or better,7.5 GB,98fe272aa19540dfb4a2359ddb8d24fe
Windows 10,Intel Core i5-2300 | AMD FX-4350 ,6 GB RAM,Nvidia GeForce GTX 660 | AMD Radeon HD 7870,15 GB of free space,6820f3467b8a4d2aa9b7d76d0fa9f441
Windows 10,Intel Core i7-6700 | AMD Ryzen 7 1800X ,8 GB RAM,Nvidia GeForce GTX 1070 | AMD Radeon RX Vega 56,15 GB of free space,6820f3467b8a4d2aa9b7d76d0fa9f441
